,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
30860,8970 MOOR PARK RUN,3/30/18,"$820,000 ",0.41,2002,"4,388",820000,186.8732908,2018,34.0591405,-84.1330214,13117130608
30868,8975 RUEL LN,5/30/19,"$289,500 ",0.14,2004,"1,768",289500,163.7443439,2019,34.0568643,-84.1200683,13117130608
30874,8980 MOOR PARK RUN,6/13/22,"$1,320,000 ",0.43,2003,"3,584",1320000,368.3035714,2022,34.0591241,-84.1333306,13117130608
30875,8980 MOOR PARK RUN,8/31/20,"$860,000 ",0.43,2003,"3,584",860000,239.9553571,2020,34.0591241,-84.1333306,13117130608
30879,8990 FRIARBRIDGE DR,11/26/19,"$280,119 ",0.13,2004,"1,768",280119,158.4383484,2019,34.0572045,-84.1208159,13117130608
30884,8995 RUEL LN,4/15/22,"$537,000 ",0.14,2004,"1,952",537000,275.102459,2022,34.0567769,-84.1197156,13117130608
30885,8995 RUEL LN,5/2/18,"$292,000 ",0.14,2004,"1,952",292000,149.5901639,2018,34.0567769,-84.1197156,13117130608
30901,9005 MOOR PARK RUN,10/6/21,"$1,150,000 ",0.37,2003,"5,678",1150000,202.5361043,2021,34.0585447,-84.1339078,13117130608
30903,9005 RUEL LN,11/7/22,"$450,000 ",0.14,2004,"1,844",450000,244.0347072,2022,34.0567276,-84.1195538,13117130608
30904,9005 RUEL LN,5/25/18,"$288,500 ",0.14,2004,"1,844",288500,156.4533623,2018,34.0567276,-84.1195538,13117130608
30913,9010 FRIARBRIDGE DR,6/22/18,"$289,000 ",0.14,2004,"1,844",289000,156.7245119,2018,34.0572174,-84.1206303,13117130608
30930,9015 FRIARBRIDGE DR,5/30/18,"$267,500 ",0.16,2004,"1,952",267500,137.0389344,2018,34.0576282,-84.1206097,13117130608
30933,9015 RUEL LN,4/14/22,"$508,000 ",0.14,2004,"1,952",508000,260.2459016,2022,34.0566312,-84.1194322,13117130608
30948,9020 MOOR PARK RUN,7/20/18,"$785,000 ",0.4,2003,"5,990",785000,131.0517529,2018,34.0590018,-84.1344026,13117130608
30971,9030 FRIARBRIDGE DR,11/18/21,"$430,000 ",0.13,2004,"1,844",430000,233.1887202,2021,34.0572656,-84.1202798,13117130608
30972,9030 FRIARBRIDGE DR,7/30/19,"$290,000 ",0.13,2004,"1,844",290000,157.2668113,2019,34.0572656,-84.1202798,13117130608
30976,9035 FRIARBRIDGE DR,9/9/19,"$290,000 ",0.15,2004,"1,952",290000,148.5655738,2019,34.0576112,-84.120265,13117130608
31021,9055 FRIARBRIDGE DR,11/29/22,"$425,000 ",0.16,2004,"1,768",425000,240.3846154,2022,34.0576096,-84.1199249,13117130608
31027,9060 CAMPESTRAL CT,6/15/22,"$2,600,000 ",0.48,2005,"7,244",2600000,358.917725,2022,34.0729293,-84.1473885,13117130608
31034,9065 FRIARBRIDGE DR,1/25/18,"$283,000 ",0.18,2004,"1,952",283000,144.9795082,2018,34.0575853,-84.119736,13117130608
31046,9070 FRIARBRIDGE DR,10/18/21,"$435,000 ",0.14,2004,"1,952",435000,222.8483607,2021,34.0572021,-84.1197563,13117130608
31052,9075 FRIARBRIDGE DR,9/1/22,"$472,500 ",0.2,2004,"1,768",472500,267.2511312,2022,34.0575356,-84.1195787,13117130608
31062,9085 CAMPESTRAL CT,6/29/18,"$755,000 ",0.39,2000,"4,830",755000,156.3146998,2018,34.0736128,-84.1480892,13117130608
31067,9085 FRIARBRIDGE DR,12/20/19,"$283,000 ",0.2,2004,"1,952",283000,144.9795082,2019,34.0574892,-84.1194182,13117130608
31076,9090 FRIARBRIDGE DR,2/28/19,"$293,000 ",0.14,2004,"1,952",293000,150.102459,2019,34.0570508,-84.1194138,13117130608
31098,9105 RUEL LN,4/5/19,"$305,000 ",0.13,2004,"1,952",305000,156.25,2019,34.0562313,-84.1191824,13117130608
31102,9110 FRIARBRIDGE DR,11/4/21,"$414,000 ",0.14,2003,"1,844",414000,224.5119306,2021,34.0570136,-84.1192665,13117130608
31103,9110 FRIARBRIDGE DR,11/24/20,"$310,000 ",0.14,2003,"1,844",310000,168.1127983,2020,34.0570136,-84.1192665,13117130608
31148,9135 FRIARBRIDGE DR,9/24/21,"$425,000 ",0.21,2003,"1,952",425000,217.7254098,2021,34.0569848,-84.1186499,13117130608
31157,9145 FRIARBRIDGE DR,9/30/20,"$315,000 ",0.19,2003,"1,952",315000,161.3729508,2020,34.0568505,-84.1185199,13117130608
31161,9145 RUEL LN,6/17/19,"$310,000 ",0.16,2004,"1,952",310000,158.8114754,2019,34.0556924,-84.1189645,13117130608
31194,9165 FRIARBRIDGE DR,6/14/19,"$300,000 ",0.16,2003,"1,768",300000,169.6832579,2019,34.0565808,-84.1183988,13117130608
31202,9180 FRIARBRIDGE DR,10/26/21,"$423,000 ",0.13,2004,"1,768",423000,239.2533937,2021,34.0562745,-84.1187063,13117130608
31203,9180 FRIARBRIDGE DR,6/28/18,"$285,000 ",0.13,2004,"1,768",285000,161.199095,2018,34.0562745,-84.1187063,13117130608
31207,9185 FRIARBRIDGE DR,12/15/20,"$335,000 ",0.15,2003,"1,952",335000,171.6188525,2020,34.0563152,-84.1182763,13117130608
31212,9190 FRIARBRIDGE DR,11/1/21,"$437,900 ",0.13,2004,"1,952",437900,224.3340164,2021,34.0561182,-84.1186878,13117130608
31213,9190 FRIARBRIDGE DR,6/5/18,"$289,000 ",0.13,2004,"1,952",289000,148.0532787,2018,34.0561182,-84.1186878,13117130608
31235,9210 FRIARBRIDGE DR,8/19/22,"$445,000 ",0.13,2004,"1,768",445000,251.6968326,2022,34.055976,-84.1185927,13117130608
31236,9210 FRIARBRIDGE DR,4/2/20,"$290,000 ",0.13,2004,"1,768",290000,164.0271493,2020,34.055976,-84.1185927,13117130608
31325,930 GALLATIN WAY,1/8/18,"$500,000 ",0.24,2009,"3,218",500000,155.3760099,2018,34.0586773,-84.1421532,13117130608
31461,945 GALLATIN WAY,2/22/22,"$750,500 ",0.23,2010,"3,691",750500,203.3324302,2022,34.0582841,-84.1425449,13117130608
31462,945 GALLATIN WAY,8/27/21,"$670,000 ",0.23,2010,"3,691",670000,181.5226226,2021,34.0582841,-84.1425449,13117130608
31481,950 GARDINER CIR,3/27/20,"$485,000 ",0.18,2007,"3,533",485000,137.2771016,2020,34.0593268,-84.1416792,13117130608
15,1002 SOMERTON PL,7/28/21,"$325,000 ",0.0,2003,"1,488",325000,218.4139785,2021,34.2226278,-84.1525514,13117130413
43,1006 SOMERTON PL,3/5/21,"$295,000 ",0.04,2003,"1,480",295000,199.3243243,2021,34.2225394,-84.1525185,13117130413
44,1006 SOMERTON PL,4/19/19,"$240,000 ",0.04,2003,"1,480",240000,162.1621622,2019,34.2225394,-84.1525185,13117130413
52,1008 SOMERTON PL,7/17/19,"$252,500 ",0.04,2003,"1,480",252500,170.6081081,2019,34.2224641,-84.1526681,13117130413
57,101 GREENWOOD LN,12/13/18,"$335,000 ",0.9,1993,"2,644",335000,126.7019667,2018,34.2191714,-84.1581255,13117130413
58,101 HICKORY RDG,4/11/22,"$434,500 ",0.69,1984,"2,276",434500,190.9050967,2022,34.2148582,-84.1493464,13117130413
63,101 SOMERTON PL,8/28/18,"$240,000 ",0.0,2002,"1,480",240000,162.1621622,2018,34.2251276,-84.1536949,13117130413
64,101 SONNET DR,7/24/20,"$600,000 ",0.89,2007,"3,510",600000,170.9401709,2020,34.21333828,-84.15732935,13117130413
65,101 SPRUCE ST,5/27/22,"$336,000 ",0.43,1963,"1,225",336000,274.2857143,2022,34.2045992,-84.1556939,13117130413
203,103 SAMARITAN DR,12/28/21,"$275,000 ",0.32,1985,"2,610",275000,105.3639847,2021,34.2088589,-84.1447091,13117130413
204,103 SOMERTON PL,3/31/20,"$246,000 ",0.0,2002,"1,480",246000,166.2162162,2020,34.2252337,-84.153558,13117130413
205,103 SONNET DR,4/27/18,"$275,000 ",0.87,1974,"1,913",275000,143.7532671,2018,34.2139611,-84.1573219,13117130413
293,105 14TH ST,12/6/21,"$280,000 ",0.86,1956,"1,306",280000,214.3950995,2021,34.2215117,-84.1391232,13117130413
307,105 SONNET DR,8/30/21,"$650,000 ",1.0,1987,"1,626",650000,399.7539975,2021,34.2144735,-84.157631,13117130413
308,105 SONNET DR,9/26/18,"$318,000 ",1.0,1987,"1,626",318000,195.5719557,2018,34.2144735,-84.157631,13117130413
349,106 PINE CREST DR,5/10/22,"$540,000 ",1.61,1972,"2,248",540000,240.2135231,2022,34.2190441,-84.160454,13117130413
386,107 PINE CREST DR,11/18/22,"$400,000 ",1.24,1973,"1,838",400000,217.6278564,2022,34.2177881,-84.1599801,13117130413
387,107 PINE FOREST DR,3/20/20,"$116,000 ",0.28,1961,920,116000,126.0869565,2020,34.2044753,-84.1549108,13117130413
389,107 TIMBERLANE RD,1/4/19,"$295,000 ",1.7,1971,"2,046",295000,144.1837732,2019,34.2207283,-84.1594649,13117130413
413,108 13TH ST,8/26/21,"$262,500 ",0.52,1963,970,262500,270.6185567,2021,34.2201524,-84.1387521,13117130413
435,109 CANTON RD,10/28/20,"$210,000 ",0.21,1981,"1,607",210000,130.6782825,2020,34.2083445,-84.1425449,13117130413
437,109 HICKORY RDG,3/16/18,"$222,300 ",0.69,1985,"1,444",222300,153.9473684,2018,34.2145748,-84.1506654,13117130413
458,110 12TH ST,9/13/21,"$210,000 ",0.52,1965,"1,064",210000,197.3684211,2021,34.2192495,-84.1397828,13117130413
462,110 SAMARITAN DR UNIT 110,8/16/21,"$179,700 ",0.0,2008,"1,198",179700,150.0,2021,34.2081137,-84.1454306,13117130413
463,110 SAMARITAN DR UNIT 203 & 204,1/19/18,"$247,000 ",0.0,2008,"2,316",247000,106.6493955,2018,34.2085417,-84.1478087,13117130413
464,110 SAMARITAN DR UNIT 210,10/15/21,"$174,000 ",0.0,2008,"1,198",174000,145.2420701,2021,34.2081344,-84.1450632,13117130413
465,110 SPRUCE ST,4/27/20,"$195,000 ",0.3587,1987,984,195000,198.1707317,2020,34.2052801,-84.1545399,13117130413
509,1114 SOMERTON PL,11/2/21,"$341,000 ",0.08,2004,"1,480",341000,230.4054054,2021,34.2213638,-84.1504356,13117130413
510,1114 SOMERTON PL,11/9/18,"$242,500 ",0.08,2004,"1,480",242500,163.8513514,2018,34.2213638,-84.1504356,13117130413
521,1115 SIENNA DR,4/12/18,"$361,000 ",0.48,2005,"2,798",361000,129.0207291,2018,34.2101631,-84.1570952,13117130413
526,112 13TH ST,6/10/22,"$365,000 ",0.72,1970,"1,350",365000,270.3703704,2022,34.2200894,-84.1392469,13117130413
527,112 HICKORY RDG,5/22/20,"$260,000 ",0.7,1984,"1,678",260000,154.9463647,2020,34.2139312,-84.1526027,13117130413
529,112 MOUNTAIN VIEW DR,1/21/22,"$340,000 ",0.57,1983,"1,438",340000,236.4394993,2022,34.210912,-84.1429374,13117130413
533,112 TIMBERLANE RD,5/8/20,"$365,000 ",1.11,1972,"1,916",365000,190.5010438,2020,34.220029,-84.1588674,13117130413
546,1120 SOMERTON PL,6/14/21,"$325,000 ",0.08,2004,"1,680",325000,193.452381,2021,34.2215339,-84.1500715,13117130413
563,1125 SIENNA DR,5/6/22,"$625,000 ",0.47,2005,"2,800",625000,223.2142857,2022,34.2104119,-84.1573219,13117130413
564,1125 SIENNA WOODS CT,6/24/21,"$525,000 ",0.45,2008,"3,171",525000,165.5629139,2021,34.2107456,-84.1556939,13117130413
568,1128 SOMERTON PL,3/25/22,"$330,000 ",0.08,2004,"1,531",330000,215.5453952,2022,34.2215296,-84.1496861,13117130413
569,113 13TH ST,12/17/18,"$188,000 ",0.34,1974,"1,696",188000,110.8490566,2018,34.2206226,-84.1395354,13117130413
570,113 MOUNTAIN VIEW DR,1/28/19,"$162,000 ",0.34,1963,"1,048",162000,154.5801527,2019,34.2115612,-84.1428334,13117130413
574,113 W COURTHOUSE SQ,10/20/22,"$475,000 ",0.1,1975,"2,750",475000,172.7272727,2022,34.2064376,-84.1406487,13117130413
585,1130 SIENNA DR,10/8/21,"$650,000 ",0.45,2005,"3,259",650000,199.4476833,2021,34.2106037,-84.15726,13117130413
586,1130 SIENNA DR,9/3/19,"$490,000 ",0.45,2005,"3,259",490000,150.352869,2019,34.2106037,-84.15726,13117130413
587,1130 SIENNA DR,3/8/18,"$457,000 ",0.45,2005,"3,259",457000,140.2270635,2018,34.2106037,-84.15726,13117130413
596,1135 SIENNA WOODS CT,12/12/19,"$430,000 ",0.5,2006,"2,965",430000,145.0252951,2019,34.210724,-84.1552405,13117130413
597,114 14TH ST,10/8/21,"$210,000 ",0.31,1973,960,210000,218.75,2021,34.2209747,-84.1405661,13117130413
609,1140 SIENNA WOODS CT,2/16/18,"$382,000 ",0.47,2005,"2,917",382000,130.9564621,2018,34.2101594,-84.1551993,13117130413
616,1145 SIENNA WOODS CT,7/10/18,"$441,300 ",0.45,2005,"2,643",441300,166.969353,2018,34.2103926,-84.1550963,13117130413
671,118 HICKORY KNL,8/31/20,"$370,000 ",1.24,1976,"1,820",370000,203.2967033,2020,34.210262,-84.149216,13117130413
704,1201 SOMERTON PL,12/16/19,"$265,000 ",0.08,2005,"1,648",265000,160.8009709,2019,34.2219972,-84.1492811,13117130413
724,1205 SOMERTON PL,12/28/21,"$349,900 ",0.08,2005,"1,617",349900,216.3883735,2021,34.2219953,-84.1490744,13117130413
729,1207 SOMERTON PL,11/19/21,"$336,900 ",0.08,2005,"1,617",336900,208.3487941,2021,34.2221014,-84.1490741,13117130413
788,122 HICKORY KNL,9/27/18,"$229,000 ",1.13,1976,"1,905",229000,120.2099738,2018,34.2096457,-84.1485014,13117130413
850,123 SPRUCE ST,9/29/20,"$150,000 ",0.49,1972,850,150000,176.4705882,2020,34.2049536,-84.1540453,13117130413
1132,1307 SOMERTON PL,5/9/22,"$377,250 ",0.08,2005,"1,617",377250,233.3024119,2022,34.2219383,-84.1485432,13117130413
1577,1407 SOMERTON PL,6/16/21,"$280,000 ",0.08,2005,"1,480",280000,189.1891892,2021,34.2215947,-84.1484643,13117130413
1579,1408 SOMERTON PL,5/11/21,"$375,000 ",0.08,2005,"1,480",375000,253.3783784,2021,34.2216254,-84.1489567,13117130413
2030,1545 CARLTON DR,7/9/18,"$275,000 ",0.31,1994,"2,499",275000,110.0440176,2018,34.2257862,-84.1443587,13117130413
2079,1560 CARLTON DR,6/18/19,"$282,000 ",0.38,1995,"1,830",282000,154.0983607,2019,34.2259928,-84.1450595,13117130413
2137,1580 ADAIR BLVD,4/17/20,"$275,000 ",0.3,1995,"1,672",275000,164.4736842,2020,34.224366,-84.1445236,13117130413
2235,1615 FAIRBURN DR,7/23/20,"$283,000 ",0.41,1997,"1,796",283000,157.5723831,2020,34.225745,-84.1407722,13117130413
2237,1615 GLENWOOD CIR,1/19/22,"$416,000 ",0.3,1996,"2,027",416000,205.2294031,2022,34.2242303,-84.143493,13117130413
2243,1615 MADISON CT,7/8/19,"$303,000 ",0.8,1995,"2,028",303000,149.408284,2019,34.2255295,-84.1457809,13117130413
2265,1620 FAIRBURN DR,4/21/21,"$382,000 ",0.31,1997,"2,428",382000,157.3311367,2021,34.2250604,-84.1409371,13117130413
2353,1635 CARLTON DR,4/21/21,"$375,000 ",0.3,1994,"2,658",375000,141.0835214,2021,34.2247073,-84.144874,13117130413
2490,1665 ADAIR BLVD,3/6/20,"$304,875 ",0.51,1995,"1,913",304875,159.3700993,2020,34.2228346,-84.1437197,13117130413
2512,1670 GLENWOOD CIR,8/21/20,"$285,500 ",0.39,1997,"1,167",285500,244.6443873,2020,34.2242578,-84.1422563,13117130413
2524,1675 FAIRBURN DR,1/31/18,"$255,000 ",0.31,1997,"2,196",255000,116.1202186,2018,34.2243326,-84.1401951,13117130413
2555,1685 JULIETTE LN,12/21/21,"$400,500 ",0.45,1995,"2,286",400500,175.1968504,2021,34.2224254,-84.1442144,13117130413
2556,1685 JULIETTE LN,7/1/19,"$267,000 ",0.45,1995,"2,286",267000,116.7979003,2019,34.2224254,-84.1442144,13117130413
2593,1700 FAIRBURN DR,4/27/21,"$350,000 ",0.3,1997,"2,196",350000,159.3806922,2021,34.2238182,-84.1407516,13117130413
2648,1710 FAIRBURN DR,10/12/21,"$401,000 ",0.3,1997,"2,376",401000,168.7710438,2021,34.2235812,-84.1407722,13117130413
2649,1710 FAIRBURN DR,7/24/20,"$313,000 ",0.3,1997,"2,376",313000,131.7340067,2020,34.2235812,-84.1407722,13117130413
2734,1725 FAIRBURN DR,3/27/20,"$259,900 ",0.31,1997,"1,846",259900,140.7908992,2020,34.2233785,-84.1401538,13117130413
2759,1730 CARLTON DR,6/17/19,"$317,000 ",0.81,1994,"2,324",317000,136.4027539,2019,34.2240375,-84.1458015,13117130413
2788,1735 CARLTON DR,4/29/19,"$300,000 ",0.3,1994,"2,348",300000,127.7683135,2019,34.2236883,-84.1452862,13117130413
2789,1735 CARLTON DR,6/18/18,"$217,500 ",0.3,1994,"2,348",217500,92.63202726,2018,34.2236883,-84.1452862,13117130413
2836,1745 CARLTON DR,6/22/18,"$268,000 ",0.32,1995,"2,379",268000,112.6523749,2018,34.2234965,-84.145348,13117130413
2843,1745 GLENWOOD CIR,8/14/20,"$284,900 ",0.3,1996,"1,908",284900,149.3186583,2020,34.2254106,-84.1419265,13117130413
2862,1750 CLAYTON CIR,7/11/19,"$274,500 ",0.46,1997,"2,148",274500,127.7932961,2019,34.2234631,-84.1419265,13117130413
2868,1750 GLENWOOD CIR,4/20/18,"$242,500 ",0.31,1996,"2,164",242500,112.0609982,2018,34.2252119,-84.1413906,13117130413
2885,1755 CLAYTON CIR,12/31/19,"$285,000 ",0.3,1998,"1,958",285000,145.5566905,2019,34.2230559,-84.1415555,13117130413
2945,1775 CLAYTON CIR,3/28/18,"$224,500 ",0.31,1997,"1,870",224500,120.0534759,2018,34.2228199,-84.1420502,13117130413
2998,1795 CLAYTON CIR,3/5/21,"$333,000 ",0.31,1998,"2,228",333000,149.4614004,2021,34.2224894,-84.14238,13117130413
3057,1815 CLAYTON CIR,8/25/21,"$351,500 ",0.6,1998,"2,086",351500,168.5043145,2021,34.2225602,-84.1429571,13117130413
3063,1815 JULIETTE LN,2/27/20,"$308,500 ",0.31,1996,"2,314",308500,133.3189283,2020,34.2225041,-84.1458633,13117130413
3674,20 PINE LAKE DR,4/6/22,"$435,000 ",1.53,1970,"1,520",435000,286.1842105,2022,34.2155394,-84.1479249,13117130413
3693,201 HILLCREST WAY,5/18/20,"$180,000 ",0.56,1964,"1,125",180000,160.0,2020,34.2071298,-84.152479,13117130413
3741,202 OAKFIELD LN,4/2/19,"$300,000 ",0.7,1986,"2,312",300000,129.7577855,2019,34.2139409,-84.1537155,13117130413
3836,204 HICKORY RDG,10/9/18,"$214,000 ",0.69,1985,"1,591",214000,134.5065996,2018,34.2138799,-84.1542513,13117130413
3837,204 KELLY MILL RD,6/16/22,"$700,000 ",1.53,1906,"1,765",700000,396.6005666,2022,34.207158,-84.1448946,13117130413
3840,204 PINE FOREST CIR,10/27/20,"$205,000 ",0.29,1970,"1,315",205000,155.8935361,2020,34.2043964,-84.1559824,13117130413
3841,204 SOMERTON PL,11/6/20,"$250,000 ",0.0,2002,"1,488",250000,168.0107527,2020,34.2243941,-84.1538416,13117130413
3879,205 CANTON HWY,8/13/20,"$410,000 ",0.39,1952,"2,214",410000,185.1851852,2020,34.2094227,-84.1427934,13117130413
3880,205 CANTON HWY,12/7/18,"$400,000 ",0.39,1952,"2,214",400000,180.6684734,2018,34.2094227,-84.1427934,13117130413
3881,205 HICKORY OAK HOLW,7/27/18,"$295,000 ",0.69,1990,"1,918",295000,153.806048,2018,34.211939,-84.154849,13117130413
3912,206 IMPERIAL CT,4/25/22,"$150,000 ",0.91,1970,920,150000,163.0434783,2022,34.2066573,-84.1552817,13117130413
3942,207 SOMERTON PL,7/12/18,"$255,000 ",0.0,2003,"1,680",255000,151.7857143,2018,34.2248761,-84.1532777,13117130413
3974,208 HICKORY RDG,3/25/21,"$300,000 ",0.68,1986,"1,750",300000,171.4285714,2021,34.2137725,-84.1551787,13117130413
3975,208 PINE CREST DR,3/31/22,"$800,000 ",1.03,1977,"3,538",800000,226.11645,2022,34.2173527,-84.1576516,13117130413
3976,208 PINE FOREST DR,1/12/18,"$174,000 ",0.287,1970,"1,085",174000,160.3686636,2018,34.2048863,-84.1562709,13117130413
4438,225 KELLY MILL RD,11/14/18,"$245,000 ",0.44,1956,"1,014",245000,241.617357,2018,34.2071519,-84.1483984,13117130413
7427,302 SOMERTON PL,9/23/19,"$237,000 ",0.0,2002,"1,340",237000,176.8656716,2019,34.22412,-84.1537989,13117130413
7560,304 OAKFIELD LN,9/9/21,"$380,000 ",1.01,2001,"1,982",380000,191.7255298,2021,34.2119932,-84.1537155,13117130413
7561,304 OAKFIELD LN,5/11/18,"$240,000 ",1.01,2001,"1,982",240000,121.0898083,2018,34.2119932,-84.1537155,13117130413
7663,306 SOMERTON PL,3/14/19,"$255,000 ",0.0,2002,"1,480",255000,172.2972973,2019,34.2252723,-84.154193,13117130413
7832,310 SAMARITAN DR,3/28/18,"$119,000 ",0.75,1965,"1,828",119000,65.09846827,2018,34.207799,-84.148935,13117130413
7862,311 SAMARITAN DR,8/2/19,"$163,000 ",0.42,1963,"1,244",163000,131.0289389,2019,34.2085015,-84.1494701,13117130413
7924,312 CANTON HWY,10/1/18,"$986,700 ",1.0,2002,"2,861",986700,344.8794128,2018,34.2112659,-84.1447789,13117130413
9034,3420 ROSEWICKE DR MH,8/2/21,"$405,000 ",0.46,1995,"2,613",405000,154.9942595,2021,34.2155823,-84.149736,13117130413
11862,402 SOMERTON PL BLDG 16,10/9/19,"$250,000 ",0.0,2002,"1,480",250000,168.9189189,2019,34.2237875,-84.1537763,13117130413
12048,404 SOMERTON PL,12/3/21,"$332,000 ",0.0,2002,"1,340",332000,247.761194,2021,34.2237467,-84.1537774,13117130413
12049,404 SOMERTON PL,4/9/18,"$235,000 ",0.0,2002,"1,340",235000,175.3731343,2018,34.2237467,-84.1537774,13117130413
12125,405 SOMERTON PL,8/25/21,"$329,000 ",0.0,2003,"1,510",329000,217.8807947,2021,34.2243268,-84.1528636,13117130413
12126,405 SOMERTON PL,11/5/18,"$240,000 ",0.0,2003,"1,510",240000,158.9403974,2018,34.2243268,-84.1528636,13117130413
12185,406 SOMERTON PL,1/29/18,"$228,000 ",0.0,2002,"1,340",228000,170.1492537,2018,34.2236888,-84.1537186,13117130413
15241,460 TRIBBLE GAP RD APT 1001,2/24/20,"$217,000 ",0.0,2002,"1,280",217000,169.53125,2020,34.2137476,-84.139869,13117130413
15242,460 TRIBBLE GAP RD APT 1003,7/13/21,"$243,000 ",0.0,2002,"1,280",243000,189.84375,2021,34.2136091,-84.1400363,13117130413
15243,460 TRIBBLE GAP RD APT 103,2/28/19,"$225,000 ",0.0,2001,"1,280",225000,175.78125,2019,34.2141242,-84.1398993,13117130413
15244,460 TRIBBLE GAP RD APT 202,3/31/22,"$309,000 ",0.0,2001,"1,520",309000,203.2894737,2022,34.214188,-84.1402358,13117130413
15245,460 TRIBBLE GAP RD APT 301,2/21/20,"$220,000 ",0.0,2001,"1,280",220000,171.875,2020,34.2148385,-84.14023,13117130413
15246,460 TRIBBLE GAP RD APT 304,12/31/19,"$220,000 ",0.0,2001,"1,280",220000,171.875,2019,34.2148389,-84.1403511,13117130413
15247,460 TRIBBLE GAP RD APT 402,7/30/21,"$285,000 ",0.0,2001,"1,520",285000,187.5,2021,34.214623,-84.140689,13117130413
15248,460 TRIBBLE GAP RD APT 501,2/26/21,"$229,000 ",0.0,2001,"1,280",229000,178.90625,2021,34.2148326,-84.141154,13117130413
15249,460 TRIBBLE GAP RD APT 501,1/3/18,"$180,000 ",0.0,2001,"1,280",180000,140.625,2018,34.2148326,-84.141154,13117130413
15250,460 TRIBBLE GAP RD APT 601,6/3/21,"$267,000 ",0.0,2001,"1,520",267000,175.6578947,2021,34.2144667,-84.1411342,13117130413
15251,460 TRIBBLE GAP RD APT 703,2/11/19,"$222,000 ",0.0,2001,"1,280",222000,173.4375,2019,34.2137943,-84.1414813,13117130413
15252,460 TRIBBLE GAP RD APT 704,1/3/20,"$235,000 ",0.0,2001,"1,280",235000,183.59375,2020,34.2141351,-84.140438,13117130413
15253,460 TRIBBLE GAP RD APT 803,1/15/20,"$245,000 ",0.0,2002,"1,520",245000,161.1842105,2020,34.2136165,-84.1409646,13117130413
15254,460 TRIBBLE GAP RD APT 804,2/1/22,"$309,000 ",0.0,2002,"1,520",309000,203.2894737,2022,34.2137728,-84.1409463,13117130413
15255,460 TRIBBLE GAP RD APT 901,10/27/20,"$229,900 ",0.0,2002,"1,280",229900,179.609375,2020,34.2137689,-84.1402839,13117130413
15256,460 TRIBBLE GAP RD APT 902,10/2/20,"$239,500 ",0.0,2002,"1,280",239500,187.109375,2020,34.2136,-84.1403037,13117130413
16272,477 SAWNEE CORNERS DR UNIT 477,4/4/18,"$260,000 ",0.0,2013,"1,566",260000,166.0280971,2018,34.2185531,-84.1567089,13117130413
16382,479 SAWNEE CORNERS DR UNIT 479,3/8/22,"$312,500 ",0.0,2013,"1,328",312500,235.3162651,2022,34.2183754,-84.1567141,13117130413
16920,487 SAWNEE CORNERS DR UNIT 487,3/17/22,"$329,000 ",0.0,2007,"1,328",329000,247.7409639,2022,34.2175046,-84.1567063,13117130413
17322,495 SAWNEE CORNERS DR UNIT 495,9/14/21,"$305,000 ",0.0,2013,"1,566",305000,194.7637292,2021,34.2181144,-84.1566053,13117130413
17492,499 SAWNEE CORNERS DR UNIT 499,1/30/20,"$280,000 ",0.0,2013,"1,566",280000,178.7994891,2020,34.2185537,-84.1565983,13117130413
17688,503 SAWNEE CORNERS DR,10/22/20,"$239,000 ",0.0,2008,"1,328",239000,179.9698795,2020,34.2183593,-84.1562945,13117130413
17826,505 SAMARITAN DR,4/12/19,"$200,000 ",0.36,1975,"1,315",200000,152.0912548,2019,34.208417,-84.152496,13117130413
17827,505 SAWNEE CORNERS DR,11/8/21,"$347,500 ",0.0,2007,"1,572",347500,221.0559796,2021,34.2181338,-84.1562817,13117130413
18032,509 SAWNEE CORNERS DR,5/10/19,"$235,000 ",0.0,2007,"1,328",235000,176.9578313,2019,34.2176811,-84.156275,13117130413
18366,515 SAWNEE CORNERS DR,8/8/19,"$231,500 ",0.0,2007,"1,328",231500,174.3222892,2019,34.2174557,-84.1525409,13117130413
18458,517 SAMARITAN DR,5/2/18,"$123,000 ",0.3,1961,880,123000,139.7727273,2018,34.2070471,-84.1534682,13117130413
18545,519 SAWNEE CORNERS DR,11/28/18,"$245,000 ",0.0,2007,"1,564",245000,156.6496164,2018,34.2181344,-84.1561737,13117130413
18830,525 SAWNEE CORNERS DR,11/8/19,"$245,000 ",0.0,2006,"1,528",245000,160.3403141,2019,34.2185527,-84.1558561,13117130413
18951,529 SAWNEE CORNERS DR,2/12/21,"$280,900 ",0.0,2006,"1,566",280900,179.3742018,2021,34.218117,-84.1558724,13117130413
19007,531 SAWNEE CORNERS DR,5/21/19,"$245,000 ",0.0,2006,"1,566",245000,156.449553,2019,34.217924,-84.1558707,13117130413
19128,533 SAWNEE CORNERS DR,10/9/20,"$283,800 ",0.0,2006,"1,566",283800,181.2260536,2020,34.2176803,-84.1558528,13117130413
19330,537 SAMARITAN DR,8/22/18,"$172,500 ",0.35,1999,"1,404",172500,122.8632479,2018,34.2058253,-84.1532622,13117130413
19331,537 SAWNEE CORNERS DR,8/7/20,"$258,900 ",0.0,2006,"1,328",258900,194.9548193,2020,34.2175049,-84.1557369,13117130413
19332,537 SAWNEE CORNERS DR,6/7/19,"$237,900 ",0.0,2006,"1,328",237900,179.1415663,2019,34.2175049,-84.1557369,13117130413
