,Address,Sale Date,Sale Price,Acres,Year  Built,Square Ft,price_number,price_sf,Year,lat,long,GEOID
7525,2410 SWEET HAVEN WAY,5/11/20,"$440,000 ",0.41,2017,"3,190",440000,137.9310345,2020,34.2205562,-84.1863912,13117130415
7526,2410 SWEET HAVEN WAY,4/26/18,"$398,000 ",0.41,2017,"3,190",398000,124.7648903,2018,34.2205562,-84.1863912,13117130415
7527,2415 CRIMSON DOWNS DR,8/30/18,"$435,030 ",0.29,2017,"2,780",435030,156.4856115,2018,34.2206077,-84.1856497,13117130415
7528,2415 WESTLINGTON CIR,10/2/20,"$410,000 ",0.21,2017,"2,409",410000,170.1951017,2020,34.2257026,-84.1908811,13117130415
7529,2415 WESTLINGTON CIR,7/17/19,"$367,900 ",0.21,2017,"2,409",367900,152.7189705,2019,34.2257026,-84.1908811,13117130415
7530,2420 BARLEY DOWNS CIR,7/24/18,"$339,900 ",0.19,2018,"2,464",339900,137.9464286,2018,34.2220519,-84.1850729,13117130415
7531,2420 CONLEY DR,10/22/21,"$268,000 ",0.63,1995,"1,293",268000,207.2699149,2021,34.2337845,-84.1833427,13117130415
7532,2420 SWEET HAVEN WAY,7/19/21,"$670,000 ",0.39,2017,"4,196",670000,159.6758818,2021,34.2203948,-84.1866383,13117130415
7533,2425 CRIMSON DOWNS DR,12/3/21,"$579,900 ",0.29,2017,"2,644",579900,219.3267776,2021,34.2204887,-84.1854231,13117130415
7534,2425 CRIMSON DOWNS DR,3/9/18,"$414,000 ",0.29,2017,"2,644",414000,156.580938,2018,34.2204887,-84.1854231,13117130415
7535,2430 BARLEY DOWNS CIR,6/26/18,"$380,425 ",0.18,2018,"2,620",380425,145.2003817,2018,34.2220441,-84.1849082,13117130415
7536,2435 CRIMSON DOWNS DR,8/16/22,"$821,000 ",0.29,2017,"3,706",821000,221.5326498,2022,34.2203285,-84.1852377,13117130415
7537,2435 CRIMSON DOWNS DR,3/23/18,"$520,020 ",0.29,2017,"3,706",520020,140.3184026,2018,34.2203285,-84.1852377,13117130415
7538,2435 WESTLINGTON CIR,2/16/18,"$358,400 ",0.19,2017,"2,685",358400,133.4823091,2018,34.225687,-84.1905516,13117130415
7539,2440 BARLEY DOWNS CIR,7/27/18,"$329,900 ",0.18,2017,"2,564",329900,128.6661466,2018,34.2220343,-84.1847022,13117130415
7540,2440 CRIMSON DOWNS DR,3/28/19,"$385,000 ",0.3,2017,"2,612",385000,147.3966309,2019,34.2198867,-84.1855055,13117130415
7541,2440 WESTLINGTON CIR,11/21/19,"$345,100 ",0.14,2019,"2,133",345100,161.7909048,2019,34.2252542,-84.1905516,13117130415
7542,2445 WESTLINGTON CIR,4/25/18,"$343,600 ",0.19,2017,"2,493",343600,137.8259126,2018,34.2256792,-84.1903868,13117130415
7543,2450 BARLEY DOWNS CIR,4/27/18,"$345,000 ",0.18,2017,"2,464",345000,140.0162338,2018,34.2220905,-84.1845168,13117130415
7544,2450 CONLEY DR,6/28/19,"$240,000 ",0.59,1994,"1,312",240000,182.9268293,2019,34.2338518,-84.1820245,13117130415
7545,2450 WESTLINGTON CIR,11/20/19,"$376,675 ",0.16,2019,"2,148",376675,175.3608007,2019,34.2252464,-84.1903868,13117130415
7546,2455 CRIMSON DOWNS DR,7/9/18,"$436,280 ",0.29,2017,"2,591",436280,168.3828638,2018,34.2200926,-84.1848258,13117130415
7547,2455 WESTLINGTON CIR,3/15/18,"$336,350 ",0.19,2017,"2,447",336350,137.4540253,2018,34.2257147,-84.1902221,13117130415
7548,2460 BARLEY DOWNS CIR,11/13/19,"$337,000 ",0.18,2018,"2,254",337000,149.5119787,2019,34.2221466,-84.1843314,13117130415
7549,2460 BARLEY DOWNS CIR,7/27/18,"$329,000 ",0.18,2018,"2,254",329000,145.9627329,2018,34.2221466,-84.1843314,13117130415
7550,2460 CRIMSON DOWNS DR,8/17/18,"$440,580 ",0.3,2018,"3,744",440580,117.6762821,2018,34.2196715,-84.1850729,13117130415
7551,2460 WESTLINGTON CIR,10/21/19,"$355,850 ",0.18,2019,"1,832",355850,194.2412664,2019,34.2252386,-84.1902221,13117130415
7552,2465 CRIMSON DOWNS DR,6/28/18,"$446,915 ",0.29,2018,"3,764",446915,118.7340595,2018,34.2199963,-84.1846198,13117130415
7553,2465 WESTLINGTON CIR,2/9/18,"$351,025 ",0.2,2017,"2,685",351025,130.735568,2018,34.2257088,-84.1900985,13117130415
7554,2470 BARLEY DOWNS CIR,4/27/18,"$360,000 ",0.18,2017,"2,698",360000,133.432172,2018,34.2222273,-84.1842079,13117130415
7555,2470 CRIMSON DOWNS DR,4/26/18,"$433,000 ",0.29,2017,"2,825",433000,153.2743363,2018,34.2195771,-84.1849082,13117130415
7556,2470 WESTLINGTON CIR,10/21/19,"$368,475 ",0.2,2019,"2,120",368475,173.8089623,2019,34.2252308,-84.1900573,13117130415
7557,2475 CRIMSON DOWNS DR,10/19/18,"$532,655 ",0.29,2018,"4,364",532655,122.0565995,2018,34.2198586,-84.184455,13117130415
7558,2475 MISTY HOLLOW LN,8/20/21,"$380,000 ",0.64,1993,"1,566",380000,242.6564496,2021,34.2367007,-84.1878123,13117130415
7559,2475 WESTLINGTON CIR,3/29/18,"$365,100 ",0.2,2017,"2,469",365100,147.873633,2018,34.2256991,-84.1898925,13117130415
7560,2480 BARLEY DOWNS CIR,3/26/21,"$370,000 ",0.22,2017,"2,528",370000,146.3607595,2021,34.2223493,-84.1840431,13117130415
7561,2480 CRIMSON DOWNS DR,7/20/18,"$476,400 ",0.32,2018,"3,864",476400,123.2919255,2018,34.2194808,-84.1847022,13117130415
7562,2485 CRIMSON DOWNS DR,8/13/18,"$496,355 ",0.3,2018,"4,311",496355,115.1368592,2018,34.2197603,-84.1842079,13117130415
7563,2485 WESTLINGTON CIR,10/26/18,"$364,250 ",0.2,2018,"2,724",364250,133.7187959,2018,34.2256913,-84.1897278,13117130415
7564,2490 CRIMSON DOWNS DR,8/16/18,"$555,950 ",0.33,2018,"4,493",555950,123.7369241,2018,34.2193373,-84.1844138,13117130415
7565,2495 CONLEY DR,7/20/18,"$210,000 ",0.59,1994,"1,519",210000,138.2488479,2018,34.2348552,-84.1812829,13117130415
7566,2495 WESTLINGTON CIR,8/6/21,"$483,000 ",0.21,2018,"2,724",483000,177.3127753,2021,34.2256835,-84.189563,13117130415
7567,2495 WESTLINGTON CIR,8/17/18,"$366,930 ",0.21,2018,"2,724",366930,134.7026432,2018,34.2256835,-84.189563,13117130415
7568,2505 CHALGROVE CT,8/29/19,"$389,400 ",0.22,2019,"2,685",389400,145.027933,2019,34.2253129,-84.1890974,13117130415
7569,2505 CRIMSON DOWNS DR,2/1/19,"$505,000 ",0.29,2018,"4,397",505000,114.8510348,2019,34.2196434,-84.1840225,13117130415
7570,2505 MISTY HOLLOW LN,8/2/19,"$248,000 ",0.58,1993,"1,490",248000,166.442953,2019,34.2368477,-84.1868031,13117130415
7571,2505 WESTLINGTON CIR,9/19/18,"$359,675 ",0.21,2018,"2,840",359675,126.6461268,2018,34.2256776,-84.1894394,13117130415
7572,2510 CHALGROVE CT,10/29/18,"$340,675 ",0.24,2018,"2,807",340675,121.3662273,2018,34.2252996,-84.1897493,13117130415
7573,2510 CONLEY DR,8/7/20,"$270,000 ",1.38,1998,"1,666",270000,162.0648259,2020,34.234265,-84.180002,13117130415
7574,2510 CRIMSON DOWNS DR,10/26/18,"$541,260 ",0.3,2018,"4,562",541260,118.645331,2018,34.2192184,-84.1841873,13117130415
7575,2510 MISTY HOLLOW LN,10/30/20,"$291,000 ",0.51,1993,"1,450",291000,200.6896552,2020,34.2363896,-84.1862676,13117130415
7576,2510 MISTY HOLLOW LN,3/29/18,"$248,000 ",0.51,1993,"1,450",248000,171.0344828,2018,34.2363896,-84.1862676,13117130415
7577,2510 WOODLAND HILLS DR,7/24/18,"$250,000 ",0.5,1993,"2,086",250000,119.8465964,2018,34.2345122,-84.1886568,13117130415
7578,2515 CHALGROVE CT,11/15/19,"$390,350 ",0.17,2019,"2,680",390350,145.6529851,2019,34.2251427,-84.1891099,13117130415
7579,2515 CRIMSON DOWNS DR,7/10/19,"$526,295 ",0.3,2019,"4,350",526295,120.9873563,2019,34.2195638,-84.1837135,13117130415
7580,2515 MISTY HOLLOW LN,8/26/22,"$376,000 ",0.58,1993,"1,363",376000,275.862069,2022,34.2370367,-84.1862264,13117130415
7581,2515 MISTY HOLLOW LN,5/31/19,"$245,000 ",0.58,1993,"1,363",245000,179.7505503,2019,34.2370367,-84.1862264,13117130415
7582,2515 WESTLINGTON CIR,11/7/18,"$358,705 ",0.2,2018,"2,718",358705,131.9738779,2018,34.2256679,-84.1892335,13117130415
7583,2520 CANTER MEADOW DR,9/24/20,"$437,000 ",0.22,2017,"3,096",437000,141.1498708,2020,34.2221922,-84.1834663,13117130415
7584,2520 CHALGROVE CT,5/29/18,"$354,515 ",0.18,2018,"2,744",354515,129.1964286,2018,34.2251267,-84.1896866,13117130415
7585,2520 CRIMSON DOWNS DR,4/20/18,"$537,990 ",0.31,2018,"4,044",537990,133.0341246,2018,34.2191879,-84.1840019,13117130415
7586,2525 CHALGROVE CT,10/28/19,"$385,225 ",0.16,2019,"2,685",385225,143.4729981,2019,34.225009,-84.1890275,13117130415
7587,2525 WESTLINGTON CIR,9/27/18,"$325,200 ",0.2,2018,"1,674",325200,194.265233,2018,34.2256601,-84.1890687,13117130415
7588,2530 BARLEY DOWNS CIR,4/19/19,"$362,750 ",0.18,2017,"2,764",362750,131.2409551,2019,34.2229907,-84.1838783,13117130415
7589,2530 CANTER MEADOW DR,7/20/18,"$380,000 ",0.22,2017,"3,264",380000,116.4215686,2018,34.2221185,-84.183281,13117130415
7590,2530 CHALGROVE CT,8/14/18,"$307,475 ",0.17,2018,"2,063",307475,149.0426563,2018,34.2249988,-84.1897278,13117130415
7591,2530 CRIMSON DOWNS DR,9/14/18,"$586,015 ",0.33,2018,"4,381",586015,133.7628395,2018,34.2190897,-84.1837547,13117130415
7592,2535 CHALGROVE CT,12/16/19,"$392,430 ",0.2,2019,"2,711",392430,144.7547031,2019,34.2248358,-84.1890275,13117130415
7593,2535 MISTY HOLLOW LN,3/2/18,"$185,000 ",0.69,1993,"1,590",185000,116.3522013,2018,34.2369743,-84.1849082,13117130415
7594,2535 WESTLINGTON CIR,10/29/18,"$343,775 ",0.22,2018,"2,137",343775,160.8680393,2018,34.2256729,-84.1888833,13117130415
7595,2540 CANTER MEADOW DR,10/9/20,"$385,000 ",0.21,2017,"2,891",385000,133.1719128,2020,34.2221746,-84.1830956,13117130415
7596,2540 CHALGROVE CT,10/24/18,"$349,075 ",0.2,2018,"2,120",349075,164.6580189,2018,34.2248464,-84.1897072,13117130415
7597,2540 CRIMSON DOWNS DR,5/24/22,"$780,700 ",0.33,2018,"4,241",780700,184.0839425,2022,34.2190347,-84.1835075,13117130415
7598,2540 CRIMSON DOWNS DR,11/19/18,"$440,730 ",0.33,2018,"4,241",440730,103.921245,2018,34.2190347,-84.1835075,13117130415
7599,2540 MISTY HOLLOW LN,7/6/21,"$360,000 ",0.84,1994,"1,781",360000,202.1336328,2021,34.23642,-84.1850089,13117130415
7600,2540 WESTLINGTON CIR,11/1/19,"$375,000 ",0.17,2019,"2,652",375000,141.4027149,2019,34.225255,-84.1887392,13117130415
7601,2545 CHALGROVE CT,8/10/18,"$385,400 ",0.26,2018,"2,185",385400,176.3844394,2018,34.2246666,-84.1891099,13117130415
7602,2545 VALLEY RIDGE DR,9/27/21,"$347,500 ",0.61,1993,"1,504",347500,231.0505319,2021,34.233787,-84.188913,13117130415
7603,2545 VALLEY RIDGE DR,2/12/20,"$255,000 ",0.61,1993,"1,504",255000,169.5478723,2020,34.233787,-84.188913,13117130415
7604,2545 WESTLINGTON CIR,10/26/21,"$487,500 ",0.21,2018,"2,786",487500,174.9820531,2021,34.2257517,-84.1887186,13117130415
7605,2545 WESTLINGTON CIR,8/29/18,"$365,450 ",0.21,2018,"2,786",365450,131.1737258,2018,34.2257517,-84.1887186,13117130415
7606,2550 BARLEY DOWNS CIR,11/18/21,"$495,000 ",0.23,2017,"2,194",495000,225.6153145,2021,34.2232995,-84.1840019,13117130415
7607,2550 CHALGROVE CT,11/25/19,"$396,000 ",0.25,2019,"2,256",396000,175.5319149,2019,34.2246506,-84.1896866,13117130415
7608,2550 CRIMSON DOWNS DR,10/29/18,"$461,180 ",0.33,2018,"4,694",461180,98.24882829,2018,34.2190023,-84.183281,13117130415
7609,2550 WESTLINGTON CIR,7/30/19,"$363,050 ",0.16,2019,"2,679",363050,135.5169839,2019,34.2252246,-84.1885538,13117130415
7610,2550 WOODBROOK TRL,12/16/21,"$389,000 ",0.73,1993,"1,619",389000,240.2717727,2021,34.235622,-84.186777,13117130415
7611,2550 WOODBROOK TRL,4/19/19,"$267,500 ",0.73,1993,"1,619",267500,165.2254478,2019,34.235622,-84.186777,13117130415
7612,2555 CHALGROVE CT,10/23/19,"$408,650 ",0.4,2019,"2,256",408650,181.1391844,2019,34.2245711,-84.1893776,13117130415
7613,2555 MISTY HOLLOW LN,4/17/20,"$269,000 ",0.71,1994,"1,542",269000,174.4487678,2020,34.2367661,-84.1841667,13117130415
7614,2555 WESTLINGTON CIR,11/2/18,"$347,000 ",0.2,2018,"2,829",347000,122.6581831,2018,34.2257439,-84.1885538,13117130415
7615,2560 WESTLINGTON CIR,4/12/18,"$362,075 ",0.27,2018,"2,718",362075,133.2137601,2018,34.2253496,-84.1883925,13117130415
7616,2565 WESTLINGTON CIR,8/28/18,"$364,625 ",0.22,2018,"2,825",364625,129.0707965,2018,34.2257568,-84.1883684,13117130415
7617,2570 VALLEY RIDGE DR,8/12/21,"$345,000 ",0.54,1993,"1,476",345000,233.7398374,2021,34.2338861,-84.1900573,13117130415
7618,2575 WESTLINGTON CIR,7/2/18,"$355,690 ",0.24,2018,"2,864",355690,124.1934358,2018,34.225747,-84.1881625,13117130415
7619,2580 MISTY HOLLOW LN,11/19/21,"$355,000 ",0.7,1995,"1,421",355000,249.8240676,2021,34.236075,-84.185061,13117130415
7620,2585 WESTLINGTON CIR,5/2/18,"$324,825 ",0.23,2018,"2,137",324825,152.0004679,2018,34.2257166,-84.1879771,13117130415
7621,2590 CONLEY DR,1/20/21,"$269,000 ",0.77,1993,"1,400",269000,192.1428571,2021,34.235174,-84.179693,13117130415
7622,2595 WESTLINGTON CIR,4/22/21,"$490,000 ",0.27,2019,"2,711",490000,180.7451125,2021,34.2256862,-84.1877917,13117130415
7623,2595 WESTLINGTON CIR,6/14/19,"$400,000 ",0.27,2019,"2,711",400000,147.5470306,2019,34.2256862,-84.1877917,13117130415
7624,2605 CROWBROOK WAY,3/28/20,"$520,000 ",0.3,2019,"4,504",520000,115.4529307,2020,34.2194636,-84.1834251,13117130415
7625,2605 WESTLINGTON CIR,2/25/19,"$395,000 ",0.22,2018,"1,954",395000,202.1494371,2019,34.2255053,-84.187627,13117130415
7626,2610 BARLEY DOWNS CIR,8/18/22,"$550,000 ",0.23,2017,"2,722",550000,202.0573108,2022,34.2235729,-84.1842902,13117130415
7627,2610 BARLEY DOWNS CIR,1/26/18,"$335,900 ",0.23,2017,"2,722",335900,123.4019104,2018,34.2235729,-84.1842902,13117130415
7628,2610 CANTER MEADOW DR,9/15/20,"$425,000 ",0.21,2017,"2,609",425000,162.8976619,2020,34.222099,-84.182869,13117130415
7629,2610 CRIMSON DOWNS DR,6/27/19,"$462,725 ",0.29,2018,"3,680",462725,125.7404891,2019,34.2190093,-84.182972,13117130415
7630,2610 CROWBROOK WAY,8/26/20,"$470,000 ",0.34,2019,"3,962",470000,118.6269561,2020,34.2194292,-84.1827482,13117130415
7631,2615 BEECH MILL WAY,7/9/20,"$402,000 ",0.22,2017,"3,134",402000,128.2705807,2020,34.2227166,-84.1831162,13117130415
7632,2615 CROWBROOK WAY,1/27/20,"$484,830 ",0.25,2019,"3,602",484830,134.6002221,2020,34.2196741,-84.1833015,13117130415
7633,2615 WESTLINGTON CIR,11/19/19,"$398,875 ",0.18,2019,"2,724",398875,146.4298825,2019,34.2253306,-84.1876395,13117130415
7634,2615 WOODLAND HILLS DR,2/22/21,"$289,000 ",0.64,1993,"1,364",289000,211.8768328,2021,34.235079,-84.187048,13117130415
7635,2620 BARLEY DOWNS CIR,2/27/18,"$330,900 ",0.18,2017,"2,194",330900,150.8204193,2018,34.2236259,-84.1844962,13117130415
7636,2620 BEECH MILL WAY,1/28/21,"$402,000 ",0.21,2017,"2,712",402000,148.2300885,2021,34.2227158,-84.1826424,13117130415
7637,2620 CANTER MEADOW DR,7/23/18,"$460,230 ",0.21,2018,"3,198",460230,143.9118199,2018,34.2221118,-84.1826836,13117130415
7638,2620 CRIMSON DOWNS DR,11/8/18,"$460,000 ",0.29,2018,"4,170",460000,110.3117506,2018,34.2189543,-84.1827248,13117130415
7639,2620 CROWBROOK WAY,11/1/19,"$463,470 ",0.27,2019,"4,312",463470,107.4837662,2019,34.2196468,-84.1827248,13117130415
7640,2625 CROWBROOK WAY,2/26/20,"$504,755 ",0.24,2019,"3,641",504755,138.6308706,2020,34.219864,-84.1831986,13117130415
7641,2625 WESTLINGTON CIR,11/16/18,"$426,125 ",0.16,2018,"2,151",426125,198.1055323,2018,34.225339,-84.1876988,13117130415
7642,2630 BARLEY DOWNS CIR,3/13/18,"$325,000 ",0.18,2017,"2,629",325000,123.6211487,2018,34.223677,-84.184661,13117130415
7643,2630 CANTER MEADOW DR,11/21/18,"$393,505 ",0.21,2018,"3,105",393505,126.7326892,2018,34.2221453,-84.1824776,13117130415
7644,2630 CRIMSON DOWNS DR,8/30/18,"$463,850 ",0.29,2018,"4,147",463850,111.8519412,2018,34.2189426,-84.1824776,13117130415
7645,2630 CROWBROOK WAY,3/23/20,"$448,000 ",0.25,2019,"3,273",448000,136.8774824,2020,34.219818,-84.1826836,13117130415
7646,2635 BEECH MILL WAY,1/10/18,"$404,590 ",0.26,2017,"2,888",404590,140.0934903,2018,34.2230854,-84.1831368,13117130415
7647,2635 CRIMSON DOWNS DR,5/1/20,"$491,580 ",0.32,2019,"3,542",491580,138.7859966,2020,34.2195482,-84.1823091,13117130415
7648,2635 CROWBROOK WAY,2/27/20,"$529,700 ",0.26,2019,"4,315",529700,122.7578216,2020,34.2200559,-84.1831368,13117130415
7649,2635 MISTY HOLLOW LN,6/14/18,"$230,000 ",0.53,1995,"1,603",230000,143.4809732,2018,34.23451,-84.1840431,13117130415
7650,2635 WESTLINGTON CIR,6/28/19,"$403,600 ",0.16,2019,"2,679",403600,150.6532288,2019,34.2250823,-84.1878329,13117130415
7651,2635 WOODLAND HILLS DR,5/23/19,"$292,500 ",0.74,1993,"2,452",292500,119.2903752,2019,34.2350385,-84.1863234,13117130415
7652,2640 BARLEY DOWNS CIR,3/8/18,"$331,220 ",0.18,2017,"2,698",331220,122.7650111,2018,34.2236641,-84.1848464,13117130415
7653,2640 BEECH MILL WAY,3/30/18,"$348,155 ",0.2,2017,"3,003",348155,115.9357309,2018,34.2230394,-84.1826218,13117130415
7654,2640 CANTER MEADOW DR,8/16/19,"$384,000 ",0.22,2019,"2,841",384000,135.1636748,2019,34.2221582,-84.1822922,13117130415
7655,2640 CONLEY DR,5/3/21,"$267,500 ",0.59,1994,"1,277",267500,209.4753328,2021,34.2361208,-84.1787698,13117130415
7656,2640 CRIMSON DOWNS DR,10/26/18,"$443,550 ",0.32,2018,"2,740",443550,161.879562,2018,34.2189516,-84.1822098,13117130415
7657,2640 CROWBROOK WAY,5/28/21,"$459,625 ",0.25,2020,"4,019",459625,114.3630256,2021,34.2200285,-84.18256,13117130415
7658,2645 CANTER MEADOW DR,3/16/20,"$362,775 ",0.2,2019,"2,550",362775,142.2647059,2020,34.2225871,-84.1822098,13117130415
7659,2645 CRIMSON DOWNS DR,11/12/19,"$500,000 ",0.35,2019,"4,508",500000,110.9139308,2019,34.2194425,-84.1820657,13117130415
7660,2645 CROWBROOK WAY,4/28/21,"$505,075 ",0.25,2020,"3,678",505075,137.3232735,2021,34.2202851,-84.1829514,13117130415
7661,2645 WESTLINGTON CIR,6/28/19,"$376,175 ",0.15,2019,"2,711",376175,138.7587606,2019,34.2249563,-84.1879153,13117130415
7662,2650 BARLEY DOWNS CIR,12/27/21,"$502,000 ",0.18,2018,"2,426",502000,206.9249794,2021,34.2236513,-84.1850318,13117130415
7663,2650 BARLEY DOWNS CIR,7/27/18,"$329,900 ",0.18,2018,"2,426",329900,135.9851608,2018,34.2236513,-84.1850318,13117130415
7664,2650 BEECH MILL WAY,3/19/18,"$360,030 ",0.21,2017,"2,919",360030,123.340185,2018,34.2231918,-84.1826424,13117130415
7665,2650 CANTER MEADOW DR,9/26/19,"$388,005 ",0.23,2019,"2,809",388005,138.1292275,2019,34.2221691,-84.1820657,13117130415
7666,2650 CRIMSON DOWNS DR,11/26/19,"$463,855 ",0.32,2019,"4,181",463855,110.9435542,2019,34.2189625,-84.1819833,13117130415
7667,2650 LEDGEDALE CT,9/7/18,"$260,000 ",0.66,1993,"1,892",260000,137.4207188,2018,34.2337149,-84.18811,13117130415
7668,2655 BEECH MILL WAY,4/25/22,"$720,000 ",0.25,2017,"3,192",720000,225.5639098,2022,34.2232605,-84.183178,13117130415
7669,2655 CANTER MEADOW DR,11/22/19,"$387,525 ",0.21,2019,"2,841",387525,136.4044351,2019,34.2225999,-84.1820245,13117130415
7670,2655 CONLEY DR,9/26/22,"$378,000 ",0.59,1993,"1,823",378000,207.3505211,2022,34.2368565,-84.1787698,13117130415
7671,2655 CROWBROOK WAY,4/27/20,"$482,280 ",0.25,2020,"4,238",482280,113.7989618,2020,34.2204298,-84.1828072,13117130415
7672,2655 WESTLINGTON CIR,7/29/19,"$370,020 ",0.15,2019,"2,094",370020,176.7048711,2019,34.2248284,-84.1879565,13117130415
7673,2660 BEECH MILL WAY,2/7/18,"$357,295 ",0.23,2017,"2,773",357295,128.8478182,2018,34.2233895,-84.1827042,13117130415
7674,2660 CANTER MEADOW DR,11/25/19,"$399,050 ",0.23,2019,"2,841",399050,140.4611052,2019,34.2222026,-84.1818597,13117130415
7675,2660 CRIMSON DOWNS DR,6/12/20,"$469,705 ",0.32,2019,"3,418",469705,137.4210064,2020,34.2190147,-84.1817155,13117130415
7676,2660 WESTLINGTON CIR,1/25/19,"$385,625 ",0.23,2018,"2,764",385625,139.5170043,2019,34.2249403,-84.188492,13117130415
7677,2665 CANTER MEADOW DR,9/27/19,"$390,000 ",0.19,2019,"2,921",390000,133.5159192,2019,34.2226335,-84.1818185,13117130415
7678,2665 CROWBROOK WAY,4/14/21,"$446,160 ",0.27,2020,"2,639",446160,169.0640394,2021,34.2206157,-84.1826218,13117130415
7679,2665 WESTLINGTON CIR,10/7/20,"$439,000 ",0.15,2019,"2,598",439000,168.9761355,2020,34.2247005,-84.1879977,13117130415
7680,2665 WESTLINGTON CIR,8/27/19,"$393,825 ",0.15,2019,"2,598",393825,151.5877598,2019,34.2247005,-84.1879977,13117130415
7681,2670 BEECH MILL WAY,10/27/21,"$455,000 ",0.25,2017,"2,675",455000,170.0934579,2021,34.2235626,-84.1827042,13117130415
7682,2670 BEECH MILL WAY,2/20/18,"$347,125 ",0.25,2017,"2,675",347125,129.7663551,2018,34.2235626,-84.1827042,13117130415
7683,2670 CANTER MEADOW DR,8/29/19,"$401,540 ",0.22,2019,"2,912",401540,137.8914835,2019,34.2222361,-84.1816537,13117130415
7684,2670 CRIMSON DOWNS DR,8/27/20,"$422,255 ",0.32,2020,"3,289",422255,128.3840073,2020,34.219003,-84.1814683,13117130415
7685,2670 CROWBROOK WAY,7/28/20,"$422,650 ",0.25,2020,"2,120",422650,199.3632075,2020,34.2203159,-84.1822304,13117130415
7686,2670 WESTLINGTON CIR,3/28/19,"$355,000 ",0.16,2018,"2,679",355000,132.5121314,2019,34.2248144,-84.1885744,13117130415
7687,2675 CANTER MEADOW DR,5/15/20,"$381,355 ",0.19,2019,"2,819",381355,135.2802412,2020,34.2227103,-84.1816125,13117130415
7688,2675 CROWBROOK WAY,7/27/20,"$508,750 ",0.29,2019,"4,224",508750,120.4427083,2020,34.2208037,-84.1824776,13117130415
7689,2675 WESTLINGTON CIR,7/30/19,"$373,555 ",0.16,2019,"1,862",373555,200.6203008,2019,34.2245727,-84.1880389,13117130415
7690,2680 BEECH MILL WAY,3/5/18,"$376,430 ",0.29,2017,"2,104",376430,178.911597,2018,34.2237623,-84.1828072,13117130415
7691,2680 CANTER MEADOW DR,10/29/19,"$429,935 ",0.22,2019,"2,841",429935,151.3322774,2019,34.2222923,-84.1814683,13117130415
7692,2680 CRIMSON DOWNS DR,7/24/20,"$478,000 ",0.32,2020,"4,428",478000,107.9494128,2020,34.2190778,-84.1812211,13117130415
7693,2680 CROWBROOK WAY,10/21/20,"$502,275 ",0.28,2020,"4,763",502275,105.4534957,2020,34.2205206,-84.1819833,13117130415
7694,2680 WESTLINGTON CIR,2/27/19,"$362,800 ",0.16,2018,"2,754",362800,131.7356572,2019,34.2246865,-84.1886156,13117130415
7695,2685 CANTER MEADOW DR,5/28/20,"$400,905 ",0.18,2019,"2,841",400905,141.1140444,2020,34.2227457,-84.1814477,13117130415
7696,2685 CROWBROOK WAY,5/27/21,"$488,450 ",0.3,2020,"3,780",488450,129.2195767,2021,34.2209238,-84.1822716,13117130415
7697,2685 WESTLINGTON CIR,8/31/21,"$545,000 ",0.16,2018,"2,133",545000,255.5086732,2021,34.2244222,-84.1880595,13117130415
7698,2685 WESTLINGTON CIR,12/12/18,"$414,565 ",0.16,2018,"2,133",414565,194.3577121,2018,34.2244222,-84.1880595,13117130415
7699,2690 BEECH MILL WAY,4/20/18,"$372,055 ",0.25,2018,"3,144",372055,118.3381043,2018,34.2238999,-84.182972,13117130415
7700,2690 CANTER MEADOW DR,4/29/19,"$386,685 ",0.22,2019,"3,090",386685,125.1407767,2019,34.2223917,-84.1812829,13117130415
7701,2690 CROWBROOK WAY,11/13/20,"$398,140 ",0.3,2020,"3,165",398140,125.7946288,2020,34.2206633,-84.1817979,13117130415
7702,2690 WESTLINGTON CIR,1/29/19,"$367,925 ",0.16,2018,"2,718",367925,135.366078,2019,34.2245606,-84.188698,13117130415
7703,2690 WOODLAND HILLS DR,5/28/20,"$269,900 ",0.48,1994,"1,478",269900,182.6116373,2020,34.2332669,-84.1865765,13117130415
7704,2690 WOODLAND HILLS DR,7/13/18,"$247,000 ",0.48,1994,"1,478",247000,167.1177267,2018,34.2332669,-84.1865765,13117130415
7705,2695 CANTER MEADOW DR,4/27/20,"$389,380 ",0.18,2019,"2,912",389380,133.7156593,2020,34.2228225,-84.1812417,13117130415
7706,2695 CROWBROOK WAY,10/30/19,"$445,300 ",0.28,2019,"2,765",445300,161.0488246,2019,34.2210438,-84.1820657,13117130415
7707,2695 WESTLINGTON CIR,5/7/18,"$456,895 ",0.16,2018,"2,648",456895,172.543429,2018,34.2243208,-84.1882037,13117130415
7708,2705 BEECH MILL WAY,2/26/21,"$448,900 ",0.25,2017,"2,714",448900,165.4016212,2021,34.2236165,-84.1833839,13117130415
7709,2705 BEECH MILL WAY,5/18/18,"$370,800 ",0.25,2017,"2,714",370800,136.6249079,2018,34.2236165,-84.1833839,13117130415
7710,2705 CROWBROOK WAY,6/29/20,"$516,120 ",0.28,2020,"3,797",516120,135.9283645,2020,34.221162,-84.1818185,13117130415
7711,2705 CROWHOP CT,8/16/19,"$501,275 ",0.29,2019,"4,220",501275,118.785545,2019,34.2195263,-84.1815507,13117130415
7712,2705 WESTLINGTON CIR,7/27/18,"$398,825 ",0.16,2018,"3,717",398825,107.2975518,2018,34.2241929,-84.1882449,13117130415
